Age,Marital status,Address,Income,Income Category,Car price,Car price category,Education,Emply,Retired,Employment category,Gender,Length at current residence,Wireless,Multiple lines,Voice mail,Pager,Internet,Caller ID,Call waiting,Own TV,Own  VCR ,Own CD player,Own PDA,Own computer,Own Fax,Read newspapers,Response
45,Married,17,19.00,LOW,9.50,Cheap,S1,1,0,1,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
63,Married,38,444.00,HIGH,80.90,Luxury,S1,41,0,3,Male,3,0,1,1,1,0,1,1,1,1,1,0,No,0,0,1
37,Single,15,36.00,MIDDLE,18.30,Expensive,D3,11,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
37,Married,5,108.00,HIGH,54.60,Luxury,D3,16,0,3,Female,2,0,0,0,0,0,0,1,1,1,1,0,No,0,1,1
25,Single,5,25.00,MIDDLE,12.70,Cheap,S2,0,0,1,Female,2,0,0,0,0,0,0,0,1,1,0,0,No,0,1,1
34,Married,12,41.00,MIDDLE,20.10,Expensive,D3,0,0,1,Female,2,0,0,0,0,0,1,1,1,1,1,0,No,1,0,1
41,Married,19,33.00,MIDDLE,16.10,Expensive,S1,7,0,2,Male,4,0,0,1,0,1,1,1,1,1,1,1,No,0,1,1
47,Single,23,43.00,MIDDLE,21.60,Expensive,S1,13,0,2,Male,1,0,0,0,0,0,0,1,1,1,1,0,No,1,1,1
33,Single,14,45.00,MIDDLE,22.40,Expensive,D3,8,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
47,Single,15,167.00,HIGH,83.30,Luxury,D3,27,0,3,Male,1,0,1,0,0,9,0,0,1,1,1,0,Yes,0,1,1
47,Single,7,21.00,LOW,10.30,Cheap,SMA,5,0,2,Male,2,0,0,1,1,0,1,1,1,1,1,1,No,0,0,1
30,Single,8,30.00,MIDDLE,15.30,Expensive,S2,0,0,1,Female,1,0,0,0,0,1,0,1,1,1,1,0,No,0,1,1
46,Single,1,48.00,MIDDLE,24.60,Expensive,SMA,12,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,0
51,Married,13,209.00,HIGH,71.10,Luxury,S2,26,0,3,Female,2,1,0,0,1,0,0,0,1,1,1,0,Yes,1,1,1
49,Single,27,135.00,HIGH,69.00,Luxury,S1,18,0,3,Female,1,1,1,0,0,1,1,1,1,1,1,1,Yes,1,0,1
32,Married,2,17.00,LOW,8.40,Cheap,S2,5,0,2,Female,3,0,1,0,0,0,0,0,1,1,1,0,Yes,0,1,1
50,Single,7,59.00,UPPER,29.90,Expensive,D3,10,0,2,Male,1,1,1,0,0,1,0,1,1,1,1,1,Yes,0,1,1
52,Single,32,46.00,MIDDLE,22.70,Expensive,SMA,10,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,0
32,Single,1,38.00,MIDDLE,18.50,Expensive,S2,8,0,2,Female,1,0,0,0,0,0,1,0,1,1,1,0,No,0,0,1
31,Single,1,22.00,LOW,11.00,Cheap,S2,3,0,1,Male,1,1,0,1,1,1,1,1,1,1,0,1,Yes,1,1,1
34,Married,14,61.00,UPPER,29.50,Expensive,S2,8,0,2,Female,4,0,0,0,0,1,0,1,1,1,1,1,Yes,1,1,1
31,Single,2,33.00,MIDDLE,16.30,Expensive,D3,4,0,1,Female,1,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
36,Married,1,103.00,HIGH,52.00,Luxury,S2,10,0,2,Male,5,1,1,1,1,8,1,1,1,1,1,0,No,0,0,1
23,Married,2,28.00,MIDDLE,14.40,Cheap,S2,0,0,1,Male,5,1,1,1,1,0,0,1,1,1,1,0,Yes,0,0,1
48,Single,26,170.00,HIGH,86.60,Luxury,D3,27,0,3,Female,1,1,1,1,1,1,1,1,1,1,1,1,No,1,0,1
27,Married,4,38.00,MIDDLE,18.40,Expensive,S1,0,0,1,Male,5,1,0,0,0,0,0,1,1,1,1,0,Yes,0,0,0
64,Married,7,11.00,LOW,5.50,Cheap,D3,23,1,3,Female,3,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
31,Single,2,30.00,MIDDLE,14.60,Cheap,SMA,8,0,2,Female,1,1,0,1,0,0,0,1,1,1,1,0,No,0,0,1
36,Single,16,44.00,MIDDLE,22.60,Expensive,SMA,14,0,2,Female,3,0,1,0,1,0,0,1,1,1,1,0,No,0,0,0
48,Single,4,233.00,HIGH,72.80,Luxury,S1,18,0,3,Male,3,0,0,1,1,0,1,0,1,1,1,0,Yes,1,1,1
37,Single,18,68.00,UPPER,33.90,Luxury,D3,15,0,3,Female,1,0,1,0,0,0,0,0,1,1,1,0,No,0,0,1
54,Single,19,40.00,MIDDLE,20.70,Expensive,D3,17,0,3,Male,2,0,1,1,0,0,0,1,1,1,1,0,No,0,0,1
56,Single,32,131.00,HIGH,66.40,Luxury,D3,36,0,3,Female,1,1,0,1,0,0,1,1,1,1,1,0,No,1,0,0
31,Married,10,52.00,UPPER,25.70,Expensive,D3,11,0,2,Male,6,0,0,1,0,0,1,1,1,1,1,0,Yes,0,0,1
26,Single,5,28.00,MIDDLE,13.70,Cheap,SMA,10,0,2,Male,3,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
27,Married,4,16.00,LOW,8.00,Cheap,S1,1,0,1,Male,3,1,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
31,Single,10,25.00,MIDDLE,12.10,Cheap,SMA,8,0,2,Male,3,0,1,0,0,0,1,1,1,1,1,0,No,0,1,1
21,Married,0,21.00,LOW,10.00,Cheap,SMA,2,0,1,Female,3,0,0,0,0,0,1,0,1,1,0,0,No,0,1,1
45,Married,16,96.00,HIGH,47.00,Luxury,SMA,24,0,3,Female,2,0,0,0,1,0,1,1,1,1,1,0,No,0,0,1
49,Married,21,80.00,HIGH,39.70,Luxury,D3,13,0,2,Female,2,0,0,0,0,0,1,1,1,1,1,0,No,0,0,0
31,Single,4,41.00,MIDDLE,19.90,Expensive,D3,10,0,2,Male,1,1,0,0,0,0,1,1,1,1,1,1,No,0,1,1
32,Married,12,48.00,MIDDLE,23.80,Expensive,D3,4,0,1,Female,5,1,0,0,0,0,1,1,1,1,1,0,No,0,0,1
55,Single,18,73.00,UPPER,36.20,Luxury,SMA,29,0,3,Male,1,0,0,1,1,9,1,1,1,1,1,0,No,0,0,0
44,Single,7,88.00,HIGH,45.20,Luxury,S1,7,0,2,Female,1,1,1,1,1,1,1,0,1,1,1,0,Yes,0,0,1
43,Single,24,99.00,HIGH,48.70,Luxury,S2,12,0,2,Female,1,0,0,1,0,1,0,0,1,1,1,0,Yes,1,0,1
35,Single,3,40.00,MIDDLE,20.60,Expensive,S1,4,0,1,Female,1,0,0,0,0,0,1,1,1,1,1,0,No,1,1,1
29,Single,4,18.00,LOW,8.90,Cheap,D3,0,0,1,Male,1,0,0,0,0,1,0,0,1,1,1,0,No,0,1,1
70,Married,44,9.00,LOW,4.60,Cheap,D3,3,1,1,Male,2,0,0,1,0,0,1,1,0,0,0,0,No,0,0,1
54,Single,23,17.00,LOW,8.60,Cheap,S1,4,0,1,Male,1,1,1,0,0,1,0,0,1,1,1,1,Yes,0,0,1
62,Single,19,41.00,MIDDLE,20.60,Expensive,S3,5,0,2,Male,2,1,0,1,0,1,0,0,1,1,1,0,Yes,0,1,1
33,Married,13,47.00,MIDDLE,23.40,Expensive,S1,10,0,2,Male,6,0,0,1,0,0,1,1,1,1,1,0,No,0,0,0
57,Married,11,86.00,HIGH,42.30,Luxury,D3,32,0,3,Female,2,0,0,1,1,0,0,0,1,1,1,0,No,0,0,1
32,Married,1,36.00,MIDDLE,17.50,Expensive,S1,7,0,2,Female,4,1,1,1,0,0,1,1,1,1,1,1,Yes,1,1,1
42,Married,20,43.00,MIDDLE,22.10,Expensive,SMA,12,0,2,Female,4,0,0,0,1,0,0,0,1,1,1,0,No,0,0,1
29,Single,0,66.00,UPPER,34.30,Luxury,S1,5,0,2,Male,3,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
50,Married,28,61.00,UPPER,30.40,Luxury,S1,22,0,3,Male,2,1,0,1,1,0,1,1,1,1,1,1,No,0,1,1
42,Married,7,45.00,MIDDLE,22.10,Expensive,S1,4,0,1,Male,3,0,0,0,0,8,0,0,1,1,1,0,No,0,0,1
60,Single,22,43.00,MIDDLE,21.70,Expensive,D3,12,0,2,Female,1,0,0,1,1,0,0,1,1,1,1,0,No,0,0,1
59,Single,26,203.00,HIGH,74.60,Luxury,S2,29,0,3,Female,1,1,1,0,1,0,0,1,1,1,1,1,Yes,0,0,1
35,Married,14,33.00,MIDDLE,16.60,Expensive,S3,7,0,2,Female,2,1,0,0,0,9,0,1,1,1,1,1,Yes,1,1,1
33,Single,2,31.00,MIDDLE,15.70,Expensive,SMA,9,0,2,Male,1,1,0,1,1,0,1,1,1,1,1,0,Yes,0,1,1
25,Single,0,17.00,LOW,8.40,Cheap,D3,2,0,1,Female,3,0,0,0,0,0,1,1,1,1,0,0,No,0,1,1
58,Married,31,33.00,MIDDLE,16.30,Expensive,D3,0,0,1,Female,2,0,1,1,0,0,0,1,1,1,1,0,No,0,0,1
61,Married,23,13.00,LOW,6.40,Cheap,S2,32,1,3,Female,2,0,1,1,1,0,0,0,1,1,1,0,Yes,0,0,1
47,Married,14,45.00,MIDDLE,21.70,Expensive,S2,3,0,1,Male,3,0,0,0,0,8,0,0,1,1,1,0,Yes,0,1,0
21,Single,1,19.00,LOW,9.20,Cheap,SMA,1,0,1,Male,4,0,0,0,0,0,1,1,1,1,1,0,No,0,1,1
36,Married,8,138.00,HIGH,68.20,Luxury,S1,14,0,2,Male,6,0,1,0,0,1,1,1,1,1,1,1,Yes,0,0,1
32,Married,3,33.00,MIDDLE,16.40,Expensive,S2,3,0,1,Female,2,1,1,1,0,1,0,0,1,1,1,0,Yes,0,1,1
34,Married,6,35.00,MIDDLE,17.00,Expensive,D3,13,0,2,Female,2,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
28,Married,1,48.00,MIDDLE,25.00,Expensive,S2,1,0,1,Female,4,1,0,1,0,1,1,1,1,1,1,1,Yes,0,0,1
26,Single,2,17.00,LOW,8.50,Cheap,D3,1,0,1,Female,6,0,0,0,0,0,1,1,1,1,1,0,Yes,0,0,1
44,Married,2,58.00,UPPER,28.20,Expensive,D3,14,0,2,Male,2,0,1,0,0,0,1,1,1,1,1,0,No,0,1,1
23,Married,1,22.00,LOW,10.90,Cheap,S2,0,0,1,Male,4,0,1,1,0,0,1,1,1,1,1,0,Yes,0,0,1
33,Single,12,30.00,MIDDLE,14.40,Cheap,S1,9,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
33,Married,14,85.00,HIGH,42.50,Luxury,S2,4,0,1,Male,4,1,0,0,0,1,0,0,1,1,1,0,Yes,1,1,1
40,Married,17,24.00,LOW,11.90,Cheap,SMA,2,0,1,Female,2,1,1,0,1,0,0,1,1,1,1,0,No,1,0,1
31,Single,12,34.00,MIDDLE,17.10,Expensive,SMA,11,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
45,Married,6,101.00,HIGH,49.80,Luxury,S3,3,0,1,Female,2,0,0,0,0,1,0,1,1,1,1,0,Yes,0,1,1
28,Married,4,20.00,LOW,10.00,Cheap,SMA,3,0,1,Female,5,1,0,1,1,0,1,1,1,1,1,1,No,0,1,0
65,Married,14,52.00,UPPER,26.00,Expensive,D3,11,0,2,Male,2,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
38,Married,6,34.00,MIDDLE,17.30,Expensive,D3,16,0,3,Male,3,0,0,1,0,0,0,0,1,1,1,0,No,0,0,1
47,Married,7,75.00,HIGH,37.30,Luxury,SMA,13,0,2,Male,2,0,1,1,1,0,1,0,1,1,1,0,Yes,0,1,1
28,Married,2,67.00,UPPER,33.20,Luxury,S3,2,0,1,Female,2,0,1,1,0,1,1,0,1,1,1,1,Yes,1,1,1
43,Married,3,34.00,MIDDLE,17.10,Expensive,D3,1,0,1,Female,6,0,0,0,0,0,1,1,1,1,1,0,Yes,0,1,1
51,Single,2,69.00,UPPER,33.70,Luxury,D3,18,0,3,Male,1,0,0,0,0,1,1,1,1,1,1,1,Yes,0,1,1
63,Married,39,258.00,HIGH,78.90,Luxury,D3,33,0,3,Male,3,1,1,1,1,0,1,1,1,1,1,0,No,1,0,1
43,Single,3,84.00,HIGH,41.60,Luxury,S3,11,0,2,Male,1,0,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
28,Single,6,22.00,LOW,11.10,Cheap,D3,4,0,1,Male,3,1,1,0,0,1,1,1,1,1,1,1,Yes,0,1,1
30,Married,6,48.00,MIDDLE,23.60,Expensive,S2,0,0,1,Male,4,0,1,0,0,0,1,1,1,1,1,0,Yes,0,0,1
22,Single,2,25.00,MIDDLE,12.20,Cheap,D3,4,0,1,Male,1,0,0,1,0,0,0,1,1,1,1,0,No,0,1,1
26,Married,2,23.00,LOW,11.40,Cheap,SMA,2,0,1,Female,7,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
42,Single,12,72.00,UPPER,35.10,Luxury,D3,19,0,3,Female,1,0,0,1,1,0,1,1,1,1,1,0,No,0,1,1
55,Married,22,96.00,HIGH,48.50,Luxury,SMA,26,0,3,Female,3,0,0,1,1,0,1,1,1,1,1,0,No,0,1,1
44,Single,25,73.00,UPPER,35.90,Luxury,S1,8,0,2,Male,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
33,Married,4,44.00,MIDDLE,22.20,Expensive,S3,0,0,1,Female,2,0,1,0,0,0,1,1,1,1,1,1,Yes,0,1,1
24,Married,3,29.00,MIDDLE,13.90,Cheap,SMA,7,0,2,Male,3,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
49,Single,7,35.00,MIDDLE,17.10,Expensive,S2,0,0,1,Female,1,0,0,0,0,1,0,0,1,1,1,0,No,0,1,1
30,Married,2,24.00,LOW,11.80,Cheap,SMA,7,0,2,Female,2,0,0,0,0,1,0,1,1,1,1,0,No,0,1,1
27,Single,6,20.00,LOW,9.90,Cheap,S2,0,0,1,Female,1,1,1,0,0,1,1,0,1,1,1,1,Yes,1,1,1
53,Single,30,35.00,MIDDLE,17.50,Expensive,S2,14,0,2,Female,1,0,1,0,0,0,1,1,1,1,1,0,No,0,0,1
43,Married,13,30.00,MIDDLE,15.10,Expensive,S1,3,0,1,Female,3,1,1,1,1,0,1,1,1,1,1,0,Yes,0,0,1
55,Single,27,375.00,HIGH,87.60,Luxury,S1,24,0,3,Female,1,1,1,1,1,0,1,1,1,1,1,1,Yes,0,0,0
36,Single,2,68.00,UPPER,34.80,Luxury,D3,14,0,2,Male,1,1,1,0,0,8,1,1,1,1,1,1,No,0,1,1
52,Single,32,125.00,HIGH,62.00,Luxury,D3,25,0,3,Male,1,0,1,1,1,8,0,0,1,1,1,0,No,0,0,1
23,Single,3,17.00,LOW,8.50,Cheap,S2,0,0,1,Female,1,1,0,1,0,0,0,0,1,0,1,1,No,0,1,1
61,Single,30,69.00,UPPER,34.70,Luxury,D3,12,0,2,Female,1,1,1,1,0,0,1,0,1,1,1,0,No,0,0,1
34,Married,15,31.00,MIDDLE,15.50,Expensive,S1,5,0,2,Female,3,0,1,1,0,0,1,1,1,1,1,0,No,0,0,1
27,Single,4,31.00,MIDDLE,15.00,Expensive,S3,0,0,1,Female,1,1,1,0,0,1,0,1,1,1,1,0,Yes,1,1,1
34,Single,5,56.00,UPPER,27.70,Expensive,S2,0,0,1,Female,1,0,0,1,0,1,0,0,1,1,1,0,Yes,0,0,0
57,Married,6,49.00,MIDDLE,25.90,Expensive,SMA,10,0,2,Male,2,0,0,0,0,0,1,1,1,1,1,0,No,0,1,1
45,Married,16,108.00,HIGH,54.60,Luxury,S1,22,0,3,Male,3,1,1,1,1,0,1,1,1,1,1,1,No,0,1,1
67,Single,2,14.00,LOW,6.80,Cheap,SMA,36,1,3,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
48,Married,25,92.00,HIGH,46.20,Luxury,D3,17,0,3,Male,2,0,1,1,0,0,0,0,1,1,1,0,Yes,0,0,1
68,Single,6,278.00,HIGH,71.10,Luxury,S2,28,0,3,Male,1,1,1,1,1,1,1,1,1,1,1,1,Yes,1,0,0
58,Single,2,111.00,HIGH,56.30,Luxury,SMA,18,0,3,Female,1,1,0,0,1,0,1,1,1,1,1,0,No,0,1,0
21,Married,1,23.00,LOW,11.80,Cheap,S1,0,0,1,Male,4,1,0,0,1,0,0,1,1,1,1,0,No,0,1,1
46,Single,0,126.00,HIGH,62.60,Luxury,D3,26,0,3,Female,1,1,0,0,0,1,1,0,1,1,1,1,No,0,0,1
26,Married,3,44.00,MIDDLE,21.70,Expensive,SMA,8,0,2,Female,4,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
51,Married,31,48.00,MIDDLE,24.60,Expensive,S1,9,0,2,Male,4,0,0,0,0,0,0,0,1,1,1,0,Yes,0,0,1
35,Married,10,38.00,MIDDLE,19.40,Expensive,S1,11,0,2,Male,4,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
30,Married,1,47.00,MIDDLE,23.70,Expensive,S1,8,0,2,Female,5,1,0,1,0,0,0,0,1,1,1,0,No,0,0,1
48,Single,21,98.00,HIGH,51.00,Luxury,S2,22,0,3,Female,1,1,1,0,0,0,0,1,1,1,1,0,Yes,1,0,1
23,Married,1,22.00,LOW,11.50,Cheap,S2,0,0,1,Male,3,1,1,1,0,0,1,0,1,1,1,1,Yes,1,0,1
27,Single,0,17.00,LOW,8.60,Cheap,D3,7,0,2,Female,1,0,0,0,0,0,1,1,1,0,1,0,No,0,1,1
23,Single,1,41.00,MIDDLE,20.60,Expensive,D3,2,0,1,Female,1,1,0,1,0,1,1,1,1,0,1,1,Yes,1,1,1
54,Married,29,26.00,MIDDLE,12.50,Cheap,S2,1,0,1,Male,2,1,0,0,0,0,1,1,1,1,1,0,No,0,1,1
28,Married,6,28.00,MIDDLE,14.20,Cheap,S1,1,0,1,Male,4,0,0,0,0,0,0,1,1,1,1,0,No,0,1,1
60,Married,24,22.00,LOW,10.80,Cheap,SMA,39,1,3,Male,4,0,1,1,1,8,0,0,1,1,1,0,No,0,0,1
36,Single,10,40.00,MIDDLE,19.40,Expensive,S1,8,0,2,Male,2,1,0,0,0,0,0,0,1,1,1,0,Yes,0,0,0
32,Married,1,53.00,UPPER,27.30,Expensive,S1,0,0,1,Female,8,1,1,1,1,1,1,1,1,1,1,1,Yes,1,1,1
34,Married,6,81.00,HIGH,39.00,Luxury,D3,13,0,2,Female,5,0,1,0,0,0,0,0,1,1,1,0,No,0,1,1
46,Married,11,52.00,UPPER,26.40,Expensive,S1,7,0,2,Female,3,0,0,0,0,0,0,1,1,1,1,0,Yes,0,1,1
34,Married,11,31.00,MIDDLE,15.70,Expensive,D3,2,0,1,Male,4,1,1,1,0,0,1,1,1,1,1,0,Yes,1,0,1
45,Single,26,40.00,MIDDLE,19.80,Expensive,S1,11,0,2,Female,1,1,0,1,1,1,1,1,1,1,1,1,Yes,1,0,1
44,Single,15,34.00,MIDDLE,17.00,Expensive,S2,1,0,1,Male,4,0,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
39,Married,2,65.00,UPPER,32.00,Luxury,S1,5,0,2,Female,4,0,1,1,0,1,0,1,1,1,1,1,Yes,1,0,1
34,Married,0,38.00,MIDDLE,18.80,Expensive,D3,2,0,1,Female,3,0,1,0,0,8,1,1,1,1,1,1,Yes,0,1,1
42,Married,5,290.00,HIGH,81.10,Luxury,D3,22,0,3,Male,2,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
38,Married,17,32.00,MIDDLE,15.80,Expensive,S1,2,0,1,Female,3,1,1,0,0,1,1,0,1,1,1,0,Yes,0,1,1
71,Single,21,129.00,HIGH,65.60,Luxury,SMA,36,0,3,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,0,1
44,Married,24,127.00,HIGH,63.20,Luxury,S2,21,0,3,Female,2,1,1,0,1,1,0,0,1,1,1,0,Yes,0,0,1
58,Married,29,338.00,HIGH,78.20,Luxury,S2,34,0,3,Male,2,1,1,0,1,0,0,1,1,1,1,0,Yes,1,0,1
38,Married,7,63.00,UPPER,32.30,Luxury,SMA,5,0,2,Male,4,0,0,0,0,0,1,1,1,1,1,0,No,0,1,1
39,Married,14,62.00,UPPER,31.00,Luxury,D3,14,0,2,Male,2,0,1,0,1,0,1,0,1,1,1,0,No,0,1,1
38,Married,19,18.00,LOW,8.90,Cheap,S1,6,0,2,Female,4,0,0,1,1,0,0,0,1,1,1,0,No,0,0,1
31,Single,1,25.00,MIDDLE,12.50,Cheap,D3,5,0,2,Female,2,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,1
56,Single,34,336.00,HIGH,77.00,Luxury,S2,22,0,3,Male,1,1,1,1,0,1,1,1,1,1,1,1,Yes,0,0,1
43,Single,17,29.00,MIDDLE,14.60,Cheap,S2,0,0,1,Male,1,0,1,1,0,0,0,0,1,1,1,0,Yes,0,0,1
61,Single,9,27.00,MIDDLE,13.20,Cheap,SMA,13,0,2,Female,1,1,0,1,1,0,1,1,1,1,1,0,No,0,1,1
69,Married,42,12.00,LOW,5.80,Cheap,D3,24,1,3,Male,6,0,1,1,1,0,0,0,1,1,1,0,No,0,0,1
63,Married,1,238.00,HIGH,72.40,Luxury,D3,32,0,3,Female,4,0,0,1,1,0,1,1,1,1,1,0,No,0,0,1
26,Married,2,30.00,MIDDLE,14.50,Cheap,S1,1,0,1,Male,5,0,0,1,0,0,0,0,1,1,1,1,No,0,1,1
24,Married,4,27.00,MIDDLE,13.70,Cheap,S2,0,0,1,Female,5,0,0,1,0,0,0,1,1,1,1,1,No,1,0,1
28,Married,5,43.00,MIDDLE,21.90,Expensive,D3,6,0,2,Female,8,0,0,1,0,9,1,1,1,1,1,0,No,0,1,1
43,Single,5,102.00,HIGH,51.00,Luxury,SMA,24,0,3,Male,1,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
38,Single,18,30.00,MIDDLE,15.20,Expensive,S1,5,0,2,Female,1,0,0,1,0,0,1,1,1,1,1,0,No,0,1,0
27,Single,1,27.00,MIDDLE,13.40,Cheap,S1,1,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
75,Married,4,163.00,HIGH,81.70,Luxury,D3,48,0,3,Male,2,0,1,1,1,0,0,0,1,1,1,0,No,0,0,0
39,Single,0,25.00,MIDDLE,12.20,Cheap,SMA,10,0,2,Male,2,0,0,1,0,0,1,1,1,1,1,0,No,0,1,1
34,Married,4,41.00,MIDDLE,19.40,Expensive,S1,11,0,2,Male,5,1,0,1,0,0,0,1,1,1,1,0,No,0,0,1
39,Married,5,47.00,MIDDLE,23.80,Expensive,SMA,12,0,2,Male,2,0,1,1,0,0,0,0,1,1,1,0,No,0,0,1
34,Single,5,59.00,UPPER,28.90,Expensive,S1,8,0,2,Female,1,0,1,1,0,1,0,0,1,1,1,0,Yes,0,0,1
55,Married,30,97.00,HIGH,48.40,Luxury,S2,0,0,1,Female,4,0,0,0,0,0,1,1,1,1,1,1,Yes,1,1,1
41,Single,2,31.00,MIDDLE,14.90,Cheap,S1,2,0,1,Male,1,1,1,1,0,1,1,0,1,1,1,0,Yes,0,0,1
46,Single,12,21.00,LOW,10.60,Cheap,SMA,3,0,1,Female,1,0,0,0,0,0,0,0,1,1,0,0,Yes,0,0,1
58,Married,32,228.00,HIGH,68.10,Luxury,D3,23,0,3,Male,2,0,1,0,0,0,1,1,1,1,1,0,No,0,0,1
58,Single,8,42.00,MIDDLE,20.80,Expensive,S2,18,0,3,Male,1,1,1,1,0,0,1,1,1,1,1,0,No,0,1,0
57,Married,38,57.00,UPPER,28.20,Expensive,S1,18,0,3,Male,2,0,1,1,0,0,1,1,1,1,1,0,No,0,0,1
33,Single,12,63.00,UPPER,31.60,Luxury,D3,13,0,2,Male,1,0,0,0,0,0,1,1,1,1,1,0,Yes,1,1,1
45,Single,16,29.00,MIDDLE,14.90,Cheap,SMA,3,0,1,Female,1,0,0,1,0,0,1,1,1,1,1,0,No,0,1,1
41,Single,4,106.00,HIGH,52.90,Luxury,SMA,24,0,3,Male,3,0,0,0,0,1,0,0,1,1,1,0,No,0,1,1
35,Married,7,41.00,MIDDLE,20.90,Expensive,S1,10,0,2,Female,3,0,1,1,0,0,1,1,1,1,1,0,No,1,1,1
33,Single,5,21.00,LOW,10.60,Cheap,S2,4,0,1,Female,1,0,1,0,0,1,0,0,1,1,1,0,Yes,0,1,1
53,Single,10,45.00,MIDDLE,21.50,Expensive,S3,6,0,2,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
50,Married,16,82.00,HIGH,40.70,Luxury,SMA,21,0,3,Female,5,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
46,Single,15,18.00,LOW,9.00,Cheap,S1,2,0,1,Male,1,1,0,0,0,1,0,1,1,0,1,1,No,0,1,1
51,Single,32,192.00,HIGH,97.70,Luxury,D3,25,0,3,Female,1,0,0,1,1,0,1,1,1,1,1,0,Yes,0,0,1
32,Single,9,30.00,MIDDLE,15.00,Expensive,S1,0,0,1,Male,2,0,0,0,0,1,0,0,1,1,1,0,No,0,1,1
29,Single,10,76.00,HIGH,38.70,Luxury,S1,7,0,2,Male,1,1,0,0,0,1,0,0,1,1,1,0,Yes,0,1,1
64,Married,21,17.00,LOW,8.70,Cheap,S2,3,0,1,Male,4,1,0,0,0,0,1,1,1,1,1,0,No,0,1,1
48,Married,21,126.00,HIGH,63.10,Luxury,D3,22,0,3,Female,4,1,1,1,1,0,1,0,1,1,1,0,No,1,0,1
63,Married,20,109.00,HIGH,56.50,Luxury,D3,28,0,3,Male,3,0,0,1,0,0,0,0,1,1,1,0,No,0,1,1
63,Single,41,117.00,HIGH,58.60,Luxury,SMA,45,1,3,Female,2,0,1,1,1,0,1,1,1,1,1,0,No,0,0,1
29,Single,2,40.00,MIDDLE,20.20,Expensive,S1,2,0,1,Male,1,1,0,0,0,0,1,1,1,1,1,1,No,1,0,1
27,Single,7,27.00,MIDDLE,13.90,Cheap,D3,1,0,1,Female,4,1,0,0,0,1,0,1,1,0,1,0,Yes,0,0,1
56,Married,34,262.00,HIGH,75.70,Luxury,S2,27,0,3,Female,2,1,1,1,1,1,1,1,1,1,1,1,Yes,0,0,1
40,Married,5,57.00,UPPER,28.80,Expensive,SMA,14,0,2,Female,4,0,1,0,0,0,1,1,1,1,1,0,Yes,0,0,1
38,Married,5,29.00,MIDDLE,14.70,Cheap,S2,5,0,2,Male,6,0,0,0,0,0,0,0,1,1,0,0,No,0,1,1
45,Single,12,271.00,HIGH,80.50,Luxury,S2,15,0,3,Male,1,1,1,1,1,1,0,0,1,1,1,0,Yes,1,1,1
23,Married,3,31.00,MIDDLE,15.60,Expensive,D3,1,0,1,Male,4,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
38,Married,12,73.00,UPPER,36.40,Luxury,D3,1,0,1,Female,5,0,0,0,0,1,0,0,1,1,1,0,Yes,0,1,1
23,Single,2,19.00,LOW,9.30,Cheap,S2,0,0,1,Male,1,1,0,0,0,8,0,0,1,1,1,0,Yes,0,1,1
40,Single,1,25.00,MIDDLE,12.00,Cheap,S2,0,0,1,Male,2,0,0,0,0,0,0,0,1,1,1,0,Yes,0,1,1
36,Single,2,40.00,MIDDLE,20.90,Expensive,D3,10,0,2,Male,1,0,0,0,0,0,1,0,1,1,1,0,No,0,1,1
24,Single,4,22.00,LOW,11.10,Cheap,D3,1,0,1,Female,1,0,0,0,0,0,0,0,1,1,1,0,No,0,1,1
48,Single,2,249.00,HIGH,64.20,Luxury,S1,24,0,3,Female,2,1,1,0,1,0,1,1,1,1,1,0,Yes,1,0,1
